Tiempo,Xcom,Ycom,Zcom,x_robot,y_robot,z_robot,angulo_x,angulo_y,angulo_z,aceleracion_x,aceleracion_y,aceleracion_z,velocidad_angular_x,velocidad_angular_y,velocidad_angular_z,campo_magnetico_x,campo_magnetico_y,campo_magnetico_z,Xzmp_Juanlo,Yzmp_Juanlo,fx0,fy0,fz0,mx0,my0,mz0,Xzmp0,Yzmp0,fx1,fy1,fz1,mx1,my1,mz1,Xzmp1,Yzmp1,Xzmp_Loli,Yzmp_Loli
89.40,0,0,103.66,0.37,-0.19,-9.82,179.01,-2.46,24.00,0.44,0.18,-9.66,0.25,-0.33,-0.19,0.32,0.14,0.87,49.00,-20.01,0.10,-10.46,-250.96,98.78,121.72,9.95,48.51,-38.55,-6.77,61.93,-286.90,-63.98,217.46,15.03,75.34,18.11,29.23,-8.33
89.43,0,0,103.66,0.37,-0.19,-9.80,179.02,-2.46,24.00,0.52,0.18,-9.60,-0.10,0.49,-0.06,0.32,0.14,0.87,49.73,-19.63,0.48,-10.60,-250.55,98.86,121.52,10.10,48.54,-38.64,-6.84,61.04,-287.33,-63.96,216.88,16.01,75.02,18.14,29.09,-8.31
89.46,0,0,103.66,0.38,-0.18,-9.79,179.01,-2.47,23.99,0.43,0.10,-9.66,-0.46,0.72,0.04,0.32,0.14,0.86,50.53,-18.95,0.31,-10.69,-250.34,98.58,121.64,10.10,48.61,-38.55,-5.77,61.25,-287.17,-64.15,216.89,15.33,75.14,18.20,29.19,-8.23
89.49,0,0,103.66,0.38,-0.18,-9.78,179.01,-2.47,24.00,0.33,0.20,-9.73,-0.42,0.23,0.16,0.32,0.14,0.87,50.34,-18.80,0.33,-10.75,-251.17,98.72,121.66,10.10,48.46,-38.48,-6.25,61.51,-287.11,-64.38,216.96,15.11,75.14,18.27,29.11,-8.21
89.52,0,0,103.66,0.38,-0.17,-9.77,179.00,-2.47,23.99,0.34,0.16,-9.78,-0.19,0.82,-0.56,0.32,0.13,0.87,50.30,-18.28,0.25,-10.62,-250.96,98.67,121.62,10.10,48.48,-38.50,-5.61,61.33,-287.01,-64.05,216.78,15.33,75.15,18.17,29.12,-8.26
89.55,0,0,103.66,0.37,-0.17,-9.77,179.00,-2.47,24.00,0.41,0.14,-9.84,0.18,0.45,-0.46,0.33,0.14,0.87,49.60,-18.06,0.46,-10.85,-250.34,98.67,121.62,10.10,48.62,-38.57,-6.43,61.18,-287.75,-64.29,217.29,15.26,75.08,18.22,29.18,-8.20
89.58,0,0,103.66,0.38,-0.17,-9.78,179.01,-2.47,24.00,0.38,0.22,-9.90,0.10,0.49,-0.63,0.32,0.13,0.87,50.21,-18.40,0.31,-10.35,-249.93,98.48,121.89,9.97,48.79,-38.60,-6.77,61.61,-287.54,-64.33,217.44,15.41,75.16,18.21,29.31,-8.21
89.61,0,0,103.66,0.38,-0.17,-9.78,179.00,-2.47,24.02,0.50,0.20,-9.80,-0.11,0.25,-0.34,0.31,0.14,0.86,50.93,-18.15,0.23,-10.52,-249.31,98.20,121.88,10.02,48.90,-38.57,-6.67,61.57,-286.90,-64.63,217.48,14.97,75.35,18.36,29.47,-8.11
89.64,0,0,103.66,0.38,-0.17,-9.78,179.00,-2.47,24.01,0.49,0.14,-9.84,-0.45,0.17,-0.50,0.32,0.14,0.87,50.96,-17.82,0.08,-10.52,-249.31,98.40,121.94,10.04,48.92,-38.65,-6.07,61.71,-287.33,-64.44,217.46,15.35,75.28,18.26,29.44,-8.18
89.67,0,0,103.66,0.39,-0.17,-9.77,179.00,-2.47,24.01,0.41,0.16,-9.72,-0.09,-0.03,-0.01,0.32,0.14,0.87,51.31,-17.80,0.08,-10.37,-249.47,98.35,121.92,9.89,48.88,-38.62,-6.45,61.77,-286.69,-64.38,217.51,15.28,75.43,18.28,29.49,-8.19
89.70,0,0,103.66,0.38,-0.17,-9.76,179.00,-2.47,24.01,0.35,0.18,-9.77,0.01,0.41,0.27,0.32,0.14,0.87,50.68,-17.94,-0.15,-10.31,-249.31,98.27,122.10,10.04,48.96,-38.61,-6.37,61.53,-286.48,-64.26,217.70,15.13,75.56,18.26,29.60,-8.20
89.73,0,0,103.66,0.38,-0.17,-9.76,179.00,-2.48,24.01,0.38,0.21,-9.81,-0.26,0.62,-0.13,0.32,0.14,0.87,50.88,-18.10,-0.08,-10.25,-248.85,98.21,122.16,9.97,49.08,-38.67,-7.00,61.53,-286.27,-64.63,218.03,14.97,75.69,18.41,29.73,-8.14
89.76,0,0,103.66,0.39,-0.17,-9.77,179.00,-2.48,24.00,0.53,0.20,-9.89,0.23,0.23,-0.36,0.32,0.14,0.86,51.15,-18.24,-0.10,-10.43,-248.23,98.05,122.27,9.97,49.25,-38.68,-6.01,61.95,-286.69,-64.59,218.19,14.97,75.70,18.34,29.84,-8.12
89.79,0,0,103.66,0.38,-0.17,-9.78,179.01,-2.48,24.02,0.26,0.16,-9.90,-0.30,-0.45,-0.09,0.32,0.14,0.87,50.46,-18.27,-0.25,-10.29,-248.28,98.24,122.36,9.97,49.26,-38.76,-6.71,61.87,-287.27,-64.24,218.31,15.73,75.54,18.19,29.77,-8.22
89.82,0,0,103.66,0.39,-0.18,-9.78,179.01,-2.47,24.01,0.40,0.23,-9.70,0.00,0.20,-0.68,0.32,0.14,0.87,51.17,-18.95,0.14,-10.58,-248.07,98.14,122.32,10.04,49.32,-38.74,-6.75,61.57,-287.54,-64.37,218.03,15.73,75.37,18.23,29.71,-8.15
89.86,0,0,103.66,0.40,-0.18,-9.78,179.01,-2.47,24.02,0.42,0.23,-9.77,0.36,0.48,-0.38,0.32,0.14,0.87,52.27,-19.18,-0.19,-10.83,-247.87,98.10,122.41,10.12,49.37,-38.73,-7.28,61.27,-287.11,-64.37,217.92,15.58,75.41,18.28,29.76,-8.14
89.90,0,0,103.66,0.39,-0.19,-9.77,179.01,-2.46,24.02,0.39,0.20,-9.69,-0.01,-0.15,-0.21,0.32,0.14,0.87,52.04,-19.62,0.06,-10.41,-248.69,98.17,122.12,10.12,49.11,-38.66,-6.45,61.47,-286.69,-64.46,217.62,15.13,75.47,18.33,29.64,-8.15
89.92,0,0,103.66,0.40,-0.18,-9.76,179.01,-2.47,24.02,0.52,0.20,-9.63,-0.29,0.17,-0.39,0.31,0.14,0.87,52.89,-19.38,0.00,-10.14,-249.67,98.44,121.90,9.82,48.83,-38.64,-6.31,61.77,-287.11,-64.24,217.44,15.41,75.31,18.20,29.40,-8.24
89.96,0,0,103.66,0.41,-0.18,-9.75,179.01,-2.47,24.01,0.34,0.14,-9.72,-0.56,-0.01,-0.28,0.32,0.14,0.87,53.66,-18.99,0.15,-10.43,-249.72,98.54,121.80,10.10,48.78,-38.65,-5.89,61.25,-287.17,-64.30,217.30,15.26,75.27,18.25,29.36,-8.21
89.98,0,0,103.66,0.41,-0.18,-9.76,179.00,-2.46,24.00,0.42,0.18,-9.81,-0.34,0.41,0.33,0.32,0.14,0.86,54.21,-19.13,0.25,-10.31,-251.17,98.78,121.73,9.87,48.49,-38.53,-6.75,61.33,-286.48,-64.38,217.40,15.05,75.43,18.32,29.25,-8.24
90.02,0,0,103.66,0.41,-0.18,-9.77,178.99,-2.46,24.00,0.39,0.22,-9.80,-0.37,0.51,0.17,0.32,0.14,0.87,53.88,-19.35,0.33,-10.37,-250.34,98.75,121.53,9.95,48.57,-38.64,-6.59,61.31,-287.33,-64.19,217.19,15.26,75.15,18.20,29.18,-8.27
90.04,0,0,103.66,0.39,-0.18,-9.78,179.00,-2.45,23.98,0.19,0.16,-9.82,-0.03,0.07,0.07,0.32,0.14,0.87,52.08,-19.19,0.48,-10.67,-250.55,98.64,121.49,10.02,48.53,-38.54,-6.23,61.06,-287.59,-64.34,216.90,15.03,75.00,18.25,29.09,-8.19
90.07,0,0,103.66,0.40,-0.18,-9.79,179.00,-2.45,23.99,0.55,0.18,-9.79,-0.35,0.15,-0.34,0.32,0.14,0.86,52.72,-19.58,0.56,-10.52,-250.96,98.70,121.49,10.10,48.45,-38.51,-6.73,61.18,-287.17,-64.20,217.08,15.18,75.14,18.22,29.11,-8.24
90.10,0,0,103.66,0.41,-0.19,-9.79,178.99,-2.45,23.98,0.54,0.20,-9.78,-0.38,0.12,-0.17,0.32,0.14,0.87,53.78,-19.61,0.41,-10.60,-250.55,98.75,121.53,10.10,48.54,-38.59,-6.61,60.94,-286.96,-63.88,216.77,16.16,75.09,18.14,29.13,-8.31
90.17,0,0,103.66,0.41,-0.19,-9.79,178.99,-2.45,23.97,0.32,0.17,-9.76,-0.42,0.25,-0.77,0.32,0.14,0.87,53.68,-19.67,0.15,-10.64,-250.55,98.87,121.66,10.10,48.57,-38.64,-6.35,61.04,-286.74,-63.88,216.88,15.86,75.21,18.15,29.20,-8.33
90.20,0,0,103.66,0.41,-0.19,-9.78,178.99,-2.44,23.98,0.38,0.24,-9.69,-0.27,0.05,0.01,0.32,0.14,0.87,53.52,-20.19,0.23,-10.21,-249.52,98.59,121.93,10.04,48.88,-38.72,-5.85,61.59,-286.11,-64.15,217.56,14.50,75.65,18.24,29.59,-8.29
90.22,0,0,103.66,0.40,-0.19,-9.78,179.00,-2.43,23.99,0.28,0.17,-9.89,0.36,0.35,-0.47,0.31,0.14,0.87,52.95,-19.95,0.06,-11.00,-248.95,98.32,122.04,10.27,49.03,-38.64,-6.13,61.49,-287.59,-64.38,217.56,15.05,75.24,18.24,29.49,-8.15
90.26,0,0,103.66,0.41,-0.18,-9.78,179.01,-2.43,23.98,0.62,0.13,-9.76,0.47,0.03,-0.11,0.32,0.14,0.87,53.63,-19.58,0.60,-10.92,-249.16,98.28,122.10,10.27,49.05,-38.59,-6.69,61.45,-286.69,-64.35,217.64,15.20,75.46,18.29,29.59,-8.16
90.28,0,0,103.66,0.41,-0.19,-9.77,179.02,-2.42,23.98,0.50,0.16,-9.74,-0.06,0.23,-0.06,0.32,0.14,0.87,53.67,-19.72,-0.62,-10.20,-249.05,98.33,122.35,9.82,49.08,-38.69,-5.83,61.14,-286.96,-64.22,217.63,15.50,75.45,18.25,29.60,-8.21
90.32,0,0,103.66,0.41,-0.19,-9.77,179.02,-2.42,23.98,0.40,0.25,-9.72,0.35,0.97,-0.06,0.32,0.14,0.87,53.60,-20.17,0.21,-11.15,-248.74,98.18,122.10,10.42,49.10,-38.60,-6.17,61.27,-287.17,-64.31,217.53,15.96,75.33,18.26,29.57,-8.13
90.34,0,0,103.66,0.40,-0.19,-9.77,179.02,-2.43,23.98,0.28,0.15,-9.78,0.05,0.54,-0.51,0.32,0.14,0.87,53.19,-20.01,-0.46,-10.39,-249.52,98.37,122.18,9.89,48.93,-38.62,-6.51,61.49,-286.69,-64.57,217.63,14.90,75.47,18.36,29.53,-8.15
90.36,0,0,103.66,0.41,-0.19,-9.78,179.03,-2.43,23.98,0.53,0.18,-9.93,0.39,0.15,-0.76,0.32,0.14,0.87,53.96,-19.88,0.23,-10.48,-250.55,98.63,121.78,10.02,48.62,-38.55,-5.95,61.73,-286.74,-64.18,217.25,14.96,75.36,18.20,29.30,-8.26
90.39,0,0,103.66,0.41,-0.19,-9.77,179.03,-2.43,24.00,0.40,0.21,-9.79,0.26,0.02,-0.33,0.32,0.14,0.87,53.30,-19.95,-0.15,-10.58,-249.93,98.60,121.92,10.04,48.77,-38.63,-6.03,61.75,-286.96,-64.35,217.37,14.80,75.34,18.25,29.38,-8.23
90.42,0,0,103.66,0.41,-0.19,-9.76,179.02,-2.42,23.99,0.35,0.17,-9.71,-0.50,0.46,-0.47,0.32,0.14,0.87,53.81,-20.00,0.33,-10.69,-250.96,98.72,121.66,10.10,48.50,-38.51,-5.45,61.37,-287.65,-64.15,216.92,14.80,75.04,18.16,29.09,-8.24
90.45,0,0,103.66,0.42,-0.19,-9.76,179.02,-2.43,24.00,0.52,0.22,-9.62,-0.23,0.59,0.24,0.32,0.14,0.87,54.46,-19.95,0.56,-10.73,-250.96,98.74,121.33,10.10,48.39,-38.51,-6.51,61.61,-287.38,-63.83,216.84,15.62,75.01,18.05,29.01,-8.32
90.48,0,0,103.66,0.42,-0.18,-9.75,179.02,-2.43,24.00,0.41,0.17,-9.63,-0.14,0.74,-0.47,0.32,0.14,0.87,54.44,-19.63,0.25,-10.44,-250.96,98.75,121.53,9.95,48.45,-38.54,-5.59,60.96,-287.01,-64.12,216.64,15.26,75.11,18.22,29.08,-8.26
90.51,0,0,103.66,0.42,-0.18,-9.76,179.01,-2.45,24.01,0.40,0.18,-9.83,0.10,0.85,-0.68,0.32,0.14,0.87,54.48,-19.54,0.41,-10.43,-251.17,98.81,121.48,9.95,48.40,-38.53,-5.51,61.29,-287.22,-64.20,216.86,14.88,75.13,18.21,29.07,-8.26
90.54,0,0,103.66,0.41,-0.18,-9.77,179.03,-2.45,24.00,0.40,0.15,-9.73,0.48,0.49,-0.15,0.32,0.14,0.87,53.83,-19.27,0.41,-10.44,-250.55,98.75,121.53,9.95,48.54,-38.61,-6.53,61.22,-287.17,-64.04,217.21,15.63,75.20,18.16,29.19,-8.29
90.57,0,0,103.66,0.41,-0.18,-9.77,179.03,-2.45,24.00,0.24,0.14,-9.78,-0.41,0.26,0.10,0.32,0.14,0.87,53.28,-19.26,0.17,-10.18,-250.50,98.78,121.78,9.89,48.63,-38.64,-5.83,61.61,-286.53,-64.30,217.08,14.50,75.37,18.27,29.31,-8.28
90.60,0,0,103.66,0.41,-0.18,-9.77,179.03,-2.46,23.99,0.55,0.18,-9.82,-0.04,0.20,-0.21,0.32,0.14,0.87,53.94,-19.24,0.08,-10.39,-249.52,98.41,122.05,9.97,48.92,-38.63,-6.37,61.31,-286.96,-64.22,217.53,15.20,75.38,18.23,29.48,-8.22
90.63,0,0,103.66,0.42,-0.18,-9.77,179.03,-2.46,24.00,0.58,0.19,-9.80,-0.08,0.01,-0.48,0.32,0.14,0.87,54.99,-19.06,0.06,-10.39,-249.11,98.36,122.10,10.04,49.02,-38.68,-6.65,61.75,-287.11,-64.27,218.04,15.28,75.49,18.21,29.61,-8.22
90.66,0,0,103.66,0.43,-0.18,-9.77,179.03,-2.47,24.01,0.37,0.20,-9.93,-0.08,0.15,-0.61,0.31,0.14,0.87,55.93,-19.26,-0.02,-10.48,-248.90,98.18,122.31,10.04,49.14,-38.63,-6.27,61.67,-287.11,-64.30,217.83,15.58,75.45,18.23,29.64,-8.17
90.69,0,0,103.66,0.43,-0.18,-9.78,179.05,-2.46,24.02,0.54,0.19,-9.81,-0.27,0.12,-0.33,0.32,0.14,0.87,55.85,-19.31,-0.10,-10.60,-248.07,98.10,122.41,9.97,49.34,-38.72,-6.39,61.37,-286.69,-64.45,217.81,15.43,75.54,18.33,29.80,-8.14
90.72,0,0,103.66,0.43,-0.18,-9.78,179.04,-2.48,24.02,0.57,0.19,-9.82,-0.54,0.84,0.02,0.32,0.14,0.87,56.02,-19.23,-0.17,-10.35,-248.28,98.28,122.31,9.97,49.25,-38.78,-6.69,61.37,-287.33,-63.97,217.86,16.24,75.37,18.12,29.67,-8.25
90.75,0,0,103.66,0.44,-0.18,-9.78,179.03,-2.48,24.02,0.49,0.22,-9.77,-0.42,-0.23,-0.45,0.32,0.14,0.87,56.91,-19.51,0.14,-10.20,-248.49,98.23,122.27,10.04,49.21,-38.73,-6.92,61.61,-286.48,-64.34,217.89,15.05,75.59,18.29,29.75,-8.20
90.78,0,0,103.66,0.44,-0.18,-9.78,179.03,-2.48,24.01,0.31,0.16,-9.82,-0.43,0.69,-0.63,0.32,0.14,0.87,56.51,-19.09,-0.08,-10.56,-249.11,98.18,122.21,9.97,49.05,-38.59,-6.75,62.05,-286.64,-64.65,218.00,14.45,75.60,18.36,29.67,-8.12
90.81,0,0,103.66,0.44,-0.18,-9.78,179.02,-2.48,24.01,0.43,0.19,-9.90,-0.27,0.20,-0.16,0.32,0.14,0.87,57.33,-19.20,0.15,-10.23,-249.31,98.47,122.09,10.04,48.98,-38.70,-6.73,62.31,-286.64,-64.34,218.00,15.05,75.60,18.23,29.63,-8.25
90.84,0,0,103.66,0.42,-0.18,-9.78,179.01,-2.48,24.01,0.18,0.17,-9.73,-0.11,0.55,-0.23,0.32,0.14,0.87,54.98,-19.41,0.15,-10.46,-249.52,98.41,122.05,9.97,48.93,-38.63,-6.53,62.03,-286.90,-64.41,217.77,14.82,75.46,18.26,29.53,-8.20
90.87,0,0,103.66,0.41,-0.19,-9.78,179.01,-2.48,24.00,0.34,0.20,-9.76,-0.30,0.74,0.09,0.32,0.14,0.87,54.13,-19.63,0.15,-10.44,-249.11,98.29,121.90,9.97,48.95,-38.64,-5.83,61.39,-287.38,-64.42,217.48,15.50,75.28,18.27,29.47,-8.16
90.90,0,0,103.66,0.43,-0.19,-9.79,179.01,-2.48,24.00,0.69,0.26,-9.86,0.12,-0.26,-0.25,0.32,0.13,0.87,55.63,-19.67,0.62,-10.58,-249.72,98.43,121.81,10.10,48.83,-38.59,-7.34,61.49,-287.27,-64.16,217.26,16.01,75.13,18.18,29.31,-8.22
90.93,0,0,103.66,0.43,-0.19,-9.80,179.00,-2.47,24.00,0.26,0.17,-9.87,-0.28,-0.23,0.09,0.32,0.14,0.87,55.51,-19.76,0.00,-10.43,-250.34,98.59,121.84,9.95,48.67,-38.57,-6.80,61.41,-286.90,-64.13,217.33,14.88,75.29,18.20,29.30,-8.25
90.96,0,0,103.66,0.43,-0.19,-9.79,179.00,-2.48,24.01,0.49,0.18,-9.87,0.23,0.85,-0.63,0.32,0.14,0.87,55.34,-19.76,0.25,-10.48,-250.55,98.63,121.78,9.87,48.63,-38.55,-6.15,61.12,-286.53,-64.45,217.27,14.82,75.41,18.35,29.33,-8.19
90.99,0,0,103.66,0.43,-0.18,-9.80,178.99,-2.49,24.01,0.56,0.13,-9.92,-0.45,0.15,-0.52,0.32,0.14,0.87,56.19,-19.34,0.31,-10.58,-249.93,98.59,121.84,10.02,48.77,-38.63,-6.63,61.18,-287.17,-63.85,217.01,16.16,75.12,18.10,29.27,-8.30
91.02,0,0,103.66,0.45,-0.18,-9.80,179.00,-2.47,24.00,0.64,0.17,-9.79,-0.09,0.19,0.11,0.32,0.14,0.87,57.67,-19.34,0.23,-10.35,-249.93,98.59,121.93,9.97,48.80,-38.64,-5.19,60.22,-288.28,-64.22,215.00,15.92,74.23,18.22,28.84,-8.18
91.05,0,0,103.66,0.44,-0.18,-9.81,179.00,-2.47,23.99,0.44,0.19,-9.74,0.15,0.27,-0.41,0.32,0.14,0.87,57.19,-19.20,-0.08,-10.37,-250.14,98.71,122.10,10.04,48.81,-38.66,-5.09,58.91,-289.24,-64.12,212.60,16.05,73.16,18.22,28.28,-8.16
91.08,0,0,103.66,0.45,-0.18,-9.82,179.00,-2.46,23.99,0.43,0.23,-9.78,-0.11,-0.54,-0.14,0.31,0.14,0.87,57.26,-19.51,-0.15,-9.56,-249.88,98.83,122.41,9.76,48.98,-38.81,-4.14,56.89,-291.73,-64.11,206.46,15.45,70.49,18.19,26.98,-8.11
91.11,0,0,103.66,0.44,-0.18,-9.82,179.00,-2.48,23.99,0.30,0.16,-9.80,0.42,0.54,-0.28,0.32,0.13,0.87,56.75,-19.40,-0.70,-9.07,-250.09,99.18,122.61,9.54,48.97,-38.96,-4.85,55.84,-290.83,-65.11,202.18,15.28,69.19,18.66,26.26,-7.98
91.14,0,0,103.66,0.43,-0.19,-9.82,179.00,-2.48,23.98,0.15,0.21,-9.82,-0.12,0.33,0.10,0.32,0.13,0.87,55.41,-19.71,-0.93,-7.72,-248.69,98.98,123.29,9.05,49.50,-39.20,-4.14,51.99,-290.30,-66.38,190.80,14.96,65.45,19.39,24.50,-7.64
91.17,0,0,103.66,0.43,-0.19,-9.81,179.01,-2.47,23.97,0.35,0.15,-9.67,0.47,-0.03,0.49,0.32,0.14,0.88,55.98,-19.81,-2.38,-6.15,-248.38,99.09,124.03,8.32,49.75,-39.41,-3.28,49.57,-289.56,-67.53,184.11,13.86,63.36,20.00,23.49,-7.43
91.20,0,0,103.66,0.43,-0.19,-9.81,179.03,-2.48,23.94,0.48,0.17,-9.76,0.70,0.99,0.83,0.32,0.14,0.87,55.67,-19.76,-3.42,-4.20,-246.17,98.75,125.94,7.72,50.89,-39.78,-5.55,44.73,-285.15,-69.44,167.84,11.24,58.48,21.31,21.38,-7.00
91.23,0,0,103.66,0.42,-0.19,-9.80,179.04,-2.50,23.92,0.31,0.18,-9.58,-0.23,0.81,0.35,0.32,0.14,0.87,54.29,-19.72,-4.78,-2.91,-243.79,98.44,127.49,7.18,51.91,-40.15,-6.29,41.82,-284.99,-70.08,160.18,10.58,55.78,21.74,20.41,-6.79
91.27,0,0,103.66,0.42,-0.19,-9.78,179.04,-2.52,23.90,0.41,0.25,-9.57,0.48,0.88,1.16,0.32,0.14,0.87,54.55,-20.06,-5.36,-1.49,-239.77,96.98,132.09,6.61,54.66,-40.33,-8.04,37.61,-284.35,-71.89,149.04,9.45,51.86,22.71,19.55,-6.13
91.29,0,0,103.66,0.40,-0.19,-9.77,179.04,-2.56,23.88,0.09,0.20,-9.58,-0.18,1.92,0.91,0.31,0.14,0.87,52.25,-20.11,-4.51,-0.80,-239.00,96.97,135.98,6.41,56.53,-40.51,-9.01,37.51,-283.24,-72.95,146.95,7.64,51.26,23.19,20.08,-5.96
91.33,0,0,103.66,0.38,-0.19,-9.78,179.05,-2.62,23.87,0.18,0.17,-9.96,0.25,1.63,0.05,0.32,0.14,0.88,50.17,-19.98,-3.64,-0.69,-235.18,95.61,144.64,6.33,61.20,-40.60,-8.12,37.69,-281.86,-75.25,146.90,6.49,51.56,24.10,22.36,-5.33
91.37,0,0,103.66,0.39,-0.19,-9.78,179.06,-2.66,23.87,0.83,0.16,-9.85,0.67,1.89,-0.47,0.32,0.14,0.87,51.97,-19.66,-2.84,-1.32,-231.98,94.65,149.45,6.52,64.19,-40.69,-9.65,37.99,-280.64,-76.86,149.31,5.96,52.54,24.76,24.22,-4.86
91.39,0,0,103.66,0.38,-0.18,-9.78,179.07,-2.70,23.86,0.09,0.10,-9.73,0.55,2.48,0.09,0.32,0.14,0.87,50.84,-19.38,-1.66,-3.03,-227.96,92.65,159.95,7.36,70.02,-40.39,-8.62,41.14,-278.03,-79.65,157.54,4.90,56.06,25.78,28.76,-4.03
91.41,0,0,103.66,0.39,-0.18,-9.76,179.07,-2.73,23.87,0.50,0.10,-9.62,0.20,1.86,-0.60,0.32,0.14,0.88,51.25,-18.91,-1.49,-3.66,-224.97,91.47,164.82,7.55,73.14,-40.34,-11.40,43.54,-275.38,-81.02,163.56,5.00,58.59,26.35,31.54,-3.63
91.44,0,0,103.66,0.40,-0.18,-9.76,179.07,-2.76,23.86,0.50,0.19,-9.66,-0.55,1.47,0.29,0.32,0.13,0.87,52.94,-19.05,-0.50,-5.42,-221.41,89.05,170.65,8.06,77.03,-39.75,-11.72,48.12,-274.64,-82.85,178.34,4.90,64.11,26.77,36.29,-2.92
91.47,0,0,103.66,0.41,-0.18,-9.76,179.07,-2.81,23.88,0.46,0.16,-9.80,-0.24,0.74,-0.51,0.32,0.14,0.88,53.55,-18.84,0.17,-6.46,-220.64,88.05,170.85,8.34,77.45,-39.34,-12.75,50.31,-275.75,-82.78,186.09,6.20,66.59,26.48,37.83,-2.78
91.50,0,0,103.66,0.42,-0.16,-9.77,179.06,-2.82,23.89,0.91,-0.01,-9.92,0.01,1.22,-0.31,0.32,0.14,0.88,54.74,-17.42,1.20,-8.57,-222.60,87.37,169.58,9.11,76.29,-38.50,-13.19,55.09,-279.42,-83.95,200.42,7.36,70.81,26.22,39.65,-2.48
91.53,0,0,103.66,0.46,-0.15,-9.77,179.05,-2.87,23.90,1.10,-0.03,-9.87,-0.43,0.75,0.35,0.32,0.14,0.87,59.18,-16.39,2.05,-10.14,-223.06,86.96,168.67,9.67,75.80,-38.10,-12.04,56.61,-280.74,-82.25,204.89,10.60,72.15,25.39,40.18,-2.72
91.56,0,0,103.66,0.45,-0.15,-9.76,179.04,-2.90,23.91,0.30,0.13,-9.74,-0.79,1.64,-0.66,0.32,0.14,0.88,58.20,-16.11,3.91,-11.79,-229.04,88.28,166.24,10.42,72.91,-37.55,-12.67,59.75,-280.00,-80.80,214.83,11.73,75.85,24.72,40.94,-3.30
91.59,0,0,103.66,0.44,-0.15,-9.75,179.02,-2.93,23.94,0.34,0.16,-9.66,-0.61,1.00,-0.48,0.32,0.14,0.88,57.07,-16.30,4.99,-12.44,-235.28,89.63,164.29,10.57,70.24,-37.07,-11.52,61.31,-279.42,-80.17,219.47,9.73,77.75,24.44,40.73,-3.68
91.62,0,0,103.66,0.44,-0.15,-9.74,179.02,-2.94,23.95,0.66,0.14,-9.59,-0.29,0.59,-0.67,0.31,0.14,0.87,57.23,-16.14,6.98,-13.84,-244.21,92.84,160.44,11.15,66.25,-36.92,-10.80,63.42,-278.72,-76.21,226.87,12.28,80.64,22.93,40.34,-5.02
91.65,0,0,103.66,0.44,-0.15,-9.73,178.99,-2.98,23.96,0.37,0.16,-9.59,-1.23,1.21,-0.87,0.32,0.14,0.88,56.92,-16.00,7.26,-14.09,-246.94,94.42,159.29,11.26,65.08,-37.13,-12.02,65.20,-277.40,-74.13,230.12,13.32,82.12,22.16,40.50,-5.76
91.68,0,0,103.66,0.46,-0.15,-9.72,178.97,-2.99,23.97,0.79,0.16,-9.67,-1.18,0.79,-0.40,0.32,0.14,0.88,58.87,-15.65,8.11,-14.87,-253.18,97.58,156.98,11.88,62.62,-37.40,-10.67,66.19,-273.68,-69.92,234.73,13.50,85.01,20.86,40.67,-7.14
91.71,0,0,103.66,0.48,-0.14,-9.72,178.95,-2.99,23.98,0.83,0.11,-9.70,-0.45,0.10,-0.45,0.32,0.14,0.88,61.72,-15.40,8.30,-14.85,-255.71,98.71,155.94,11.79,61.61,-37.48,-11.38,66.49,-272.67,-67.12,236.35,15.05,85.87,19.88,40.54,-7.88
91.74,0,0,103.66,0.50,-0.14,-9.71,178.94,-3.00,23.98,0.45,0.22,-9.62,-0.12,0.60,-0.02,0.32,0.14,0.88,63.37,-15.45,8.57,-15.08,-261.79,101.85,152.57,11.94,58.91,-37.79,-9.95,67.98,-269.11,-63.12,238.26,15.56,87.82,18.56,39.98,-9.23
91.77,0,0,103.66,0.51,-0.15,-9.71,178.94,-3.02,24.00,0.53,0.26,-9.74,0.11,0.44,-0.18,0.31,0.14,0.88,64.32,-16.01,6.91,-14.30,-264.17,102.77,149.49,11.36,57.10,-37.85,-9.31,67.50,-269.01,-61.99,239.08,15.63,88.20,18.18,39.20,-9.59
91.80,0,0,103.66,0.51,-0.15,-9.72,178.93,-3.02,24.01,0.48,0.27,-9.87,-0.01,0.20,-0.11,0.31,0.13,0.88,64.26,-16.52,4.99,-14.58,-267.88,103.76,139.44,11.02,52.42,-37.68,-10.82,68.06,-269.17,-61.41,240.67,16.24,88.63,17.91,36.98,-9.82
91.83,0,0,103.66,0.52,-0.16,-9.73,178.93,-3.02,24.03,0.57,0.29,-9.88,-0.08,0.06,-0.99,0.31,0.14,0.87,65.57,-17.09,3.64,-14.47,-268.76,103.73,135.11,10.62,50.54,-37.55,-10.53,68.38,-270.44,-60.95,241.14,17.07,88.41,17.63,35.94,-9.87
91.86,0,0,103.66,0.53,-0.16,-9.74,178.93,-3.03,24.05,0.70,0.23,-9.69,-0.26,-0.11,-0.55,0.32,0.14,0.88,67.10,-16.94,3.52,-14.62,-266.59,103.15,132.93,10.64,50.12,-37.63,-11.80,67.44,-271.45,-61.36,241.58,18.07,88.15,17.78,35.72,-9.67
